Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh),KARAPINAR_Windy Estimated Cloudiness Rate (%),KARAPINAR_Windy Final (%),KARAPINAR_Final Production (MWh),KARAPINAR_KGUP (MWh),KARAPINAR_Actual KGUP (MWh),KIVANC_Windy Estimated Cloudiness Rate (%),KIVANC_Windy Final (%),KIVANC_Final Production (MWh),KIVANC_KGUP (MWh),KIVANC_Actual KGUP (MWh),TEKSIN_Windy Estimated Cloudiness Rate (%),TEKSIN_Windy Final (%),TEKSIN_Final Production (MWh),TEKSIN_KGUP (MWh),TEKSIN_Actual KGUP (MWh),CINGILLI_Windy Estimated Cloudiness Rate (%),CINGILLI_Windy Final (%),CINGILLI_Final Production (MWh),CINGILLI_KGUP (MWh),CINGILLI_Actual KGUP (MWh),BUYUKALAN_Windy Estimated Cloudiness Rate (%),BUYUKALAN_Windy Final (%),BUYUKALAN_Final Production (MWh),BUYUKALAN_KGUP (MWh),BUYUKALAN_Actual KGUP (MWh),Balikesir_Windy Estimated Wind Rate (m/s),Balikesir_Windy Final (m/s),Balikesir_Final Production (MWh),Balikesir_KGUP (MWh),Balikesir_Actual KGUP (MWh),Gokcedag_Windy Estimated Wind Rate (m/s),Gokcedag_Windy Final (m/s),Gokcedag_Final Production (MWh),Gokcedag_KGUP (MWh),Gokcedag_Actual KGUP (MWh),Dinar_Windy Estimated Wind Rate (m/s),Dinar_Windy Final (m/s),Dinar_Final Production (MWh),Dinar_KGUP (MWh),Dinar_Actual KGUP (MWh),Ucpinar_Windy Estimated Wind Rate (m/s),Ucpinar_Windy Final (m/s),Ucpinar_Final Production (MWh),Ucpinar_KGUP (MWh),Ucpinar_Actual KGUP (MWh),Geycek_Windy Estimated Wind Rate (m/s),Geycek_Windy Final (m/s),Geycek_Final Production (MWh),Geycek_KGUP (MWh),Geycek_Actual KGUP (MWh),TALEP_Yuk Tahmin Plani (MWh)
27/04/2021 00:00,34226.00,31400.50,325.94,21980.50,21980.50,31669.89,355.94,651.00,0.00,0.00,134.68,106.00,0.00,0.00,0.00,10,10,0,0,0,0,0,0,0,0,44,49,0,0,0,,57,0,0,0,0,0,0,0,0,2,2,13,,19.20,1,1,102,,98.13,2,2,32,,39.60,2,2,35.94,,26.70,5,5,107,,120.08,34226.00
27/04/2021 01:00,32910.00,27333.10,331.03,23674.10,23674.10,30531.04,361.03,622.83,0.00,0.00,137.71,50.67,0.00,0.00,0.00,10,10,0,0,0,0,0,0,0,0,84,82,0,0,0,,57,0,0,0,0,0,0,0,0,2,2,2,,8.40,1,1,100,,93.10,2,2,13,,58.20,3,2,33.59,,18.70,3,5,100,,92.80,32910.00
27/04/2021 02:00,32334.00,26758.60,331.13,23621.90,23621.90,29899.17,361.13,565.00,0.00,0.00,109.61,0.00,0.00,0.00,0.00,16,16,0,0,0,0,0,0,0,0,84,82,0,0,0,,61,0,0,0,0,0,0,0,0,1,1,0,,2.90,1,1,98,,93.10,2,2,6,,47.40,3,3,39.94,,19.50,3,4,72,,81.40,32334.00
27/04/2021 03:00,32269.00,26769.50,331.20,23437.80,23437.80,29652.16,358.00,565.00,0.00,0.00,101.75,135.00,0.00,0.00,0.00,16,16,0,0,0,0,0,0,0,0,84,82,0,0,0,,61,0,0,0,0,0,0,0,0,1,1,0,,1.90,1,1,100,,91.20,2,2,6,,37.40,3,3,39,,15.50,3,4,53,,70.40,32269.00
27/04/2021 04:00,31823.00,26725.70,328.71,22844.10,22844.10,29087.80,358.71,451.00,0.00,0.00,80.18,0.00,0.00,0.00,0.00,4,4,0,0,0,0,0,0,0,0,89,82,0,0,0,,61,0,0,0,0,0,0,0,0,1,1,1,,3.20,1,1,96,,88.35,1,2,6,,30.00,3,3,16.91,,10.60,3,4,42,,59.20,31823.00
27/04/2021 05:00,30461.00,26336.70,325.01,21909.80,21909.70,27848.70,355.01,555.17,0.00,0.00,71.00,130.50,0.00,0.00,0.00,4,4,0,0,0,0,0,0,0,0,89,94,0,0,0,,90,0,0,0,0,0,0,1.2,0,1,1,4,,4.60,1,1,95,,84.55,1,1,5,,24.40,2,3,2.59,,6.30,2,2,20,,44.90,30461.00
27/04/2021 06:00,28430.00,25506.30,320.28,21924.50,21924.50,26403.35,350.28,451.00,0.00,0.00,78.59,0.00,0.00,0.00,0.00,4,4,3.47,14.6,14.6,0,0,3.47,0.7,0.7,89,94,0.21,0.5,0.5,,90,0.79,0.4,0.5,0,0,0,4.7,0.5,1,1,7,,7.10,1,1,96,,81.70,1,1,6,,21.30,2,3,0.03,,5.70,2,2,2,,29.30,28430.00
27/04/2021 07:00,29761.00,25729.40,322.23,23200.40,23200.40,27093.52,362.23,660.47,0.00,0.00,105.99,0.00,0.00,0.00,0.00,4,4,23.86,75.6,75.6,0,0,23.86,10,10,89,94,1.51,2.8,2.5,,90,6.91,3,2.5,0,0,0.03,7.3,2.5,1,1,14,,8.20,1,1,95,,80.75,1,1,5,,15.60,2,3,1.38,,5.40,2,2,0,,15.10,29761.00
27/04/2021 08:00,34656.00,27154.30,331.68,25711.00,25710.90,29590.40,361.68,1123.25,0.00,0.00,110.32,274.45,0.00,0.00,7.00,10,10,46.58,178.3,178.3,0,0,46.58,15.55,15.55,40,43,5.78,6.1,5.9,,14,14.06,8.6,5.9,0,0,0.07,9.3,5.9,1,1,17,,7.60,2,2,87,,81.70,1,1,4.13,,9.20,1,1,0.06,,4.60,2,2,0,,5.90,34656.00
27/04/2021 09:00,37358.00,30161.70,334.99,25231.50,25231.40,31613.64,364.99,675.00,0.00,0.00,143.93,0.00,0.00,0.00,0.00,10,10,120.71,178.3,178.3,0,0,120.71,15.55,15.55,40,43,10.27,12.5,13.3,,14,21.43,15.4,13.3,0,0,0.15,10.3,13.3,1,1,4,,7.00,2,2,84,,83.60,1,1,1.13,,4.80,1,1,0,,2.60,0,2,0,,2.10,37358.00
27/04/2021 10:00,38879.00,30673.10,337.50,26007.10,26007.00,32051.81,367.50,800.00,0.00,0.00,209.22,41.33,0.00,0.00,7.00,10,10,118.76,178.3,178.3,0,0,118.76,15.55,15.55,40,43,17.96,22.8,22,,14,24.94,20.8,22,0,0,0.18,10.2,22,1,1,5,,6.10,2,2,83,,85.50,1,1,0.07,,3.00,1,1,0,,2.00,0,2,0,,0.80,38879.00
27/04/2021 11:00,39736.00,30905.90,338.72,26333.10,26333.10,32432.58,368.00,742.00,0.00,0.00,133.87,76.42,0.00,0.00,0.00,0,8,154.41,178.3,178.3,0,0,154.41,15.55,15.55,0,16,26.01,30.11,29.9,,27,25.32,23.6,29.9,0,0,0.15,9.6,29.9,2,1,0,,5.80,2,2,91,,87.40,1,1,0,,3.20,2,0,0.59,,2.20,0,0,0,,1.00,39736.00
27/04/2021 12:00,38941.00,30836.90,328.49,25731.80,25731.80,31388.75,359.99,838.83,0.00,0.00,159.03,0.00,0.00,0.00,0.00,0,8,167.62,178.3,178.3,0,0,167.62,15.55,15.55,0,16,32.1,30.11,30.11,,27,25.32,24.3,30.11,2,0,0.18,9.2,30.11,2,1,5,,5.80,2,2,96,,91.20,1,1,0.1,,7.10,2,0,1.44,,2.00,0,0,0,,1.80,38941.00
27/04/2021 13:00,39521.00,30986.20,331.62,25961.30,25961.30,31787.72,361.62,769.25,0.00,0.00,161.46,56.00,0.00,0.00,0.00,0,8,171.86,178.3,178.3,0,0,171.86,15.55,15.55,2,16,33,30.11,30.11,,27,28.04,24.3,30.11,2,0,0.18,8.4,30.11,2,1,7,,6.20,2,2,100,,95.00,1,1,6.57,,12.60,2,0,1.78,,2.40,0,0,3.68,,3.40,39521.00
27/04/2021 14:00,40013.00,30880.10,339.64,26494.20,26494.20,32660.08,369.64,726.00,0.00,0.00,138.69,0.00,0.00,0.00,0.00,0,0,173.64,178.3,178.3,0,0,173.64,15.55,15.55,2,0,32.43,30.11,29.2,,7,26.83,23.8,29.2,23,21,0.15,7.1,29.2,2,1,5,,7.20,4,4,101,,98.80,2,2,24,,17.70,2,2,4.47,,2.90,2,2,4.9,,4.70,40013.00
27/04/2021 15:00,39558.00,30745.00,339.30,26049.40,26049.40,32875.49,369.30,737.00,0.00,0.00,132.42,0.00,0.00,0.00,0.00,0,0,173.17,178.3,178.3,0,0,173.17,15.55,15.55,2,0,27.57,24.7,25.1,,7,23.36,21.5,25.1,23,21,0.18,5.5,25.1,2,1,3,,8.90,4,4,98,,101.65,2,2,46,,24.60,2,2,3.53,,3.90,2,2,9.3,,5.20,39558.00
27/04/2021 16:00,39106.00,30476.20,338.40,25658.80,25658.80,33015.46,368.40,728.00,0.00,0.00,177.20,0.00,0.00,0.00,0.00,27,0,169.06,178.3,178.3,0,0,169.06,15.55,15.55,24,0,20.11,16.8,18,,7,17.8,16.9,18,23,21,0.11,4.1,18,2,1,4,,10.60,4,4,101,,102.60,1,2,44.8,,29.50,2,2,3.5,,3.90,2,2,9.3,,6.50,39106.00
27/04/2021 17:00,38145.00,30731.10,449.99,24567.90,24567.90,33238.35,449.99,815.00,0.00,0.00,270.40,0.00,0.00,0.00,0.00,27,0,126.6,136,136,2,0,126.6,14.5,14.5,24,0,11.08,9.2,9.6,,1,9.6,9.7,9.6,18,0,0.03,2.7,9.6,1,1,5,,12.10,4,4,104,,101.65,1,1,29.1,,31.90,2,1,5.44,,4.00,2,3,10.3,,8.90,38145.00
27/04/2021 18:00,37211.00,30783.80,550.00,24340.70,24340.70,33638.37,550.00,574.00,0.00,0.00,282.60,0.00,0.00,0.00,0.00,27,0,42.38,37.2,37.2,2,0,42.38,4,4,24,1,2.71,2.5,2.5,,1,2.6,2.8,2.5,18,0,0.03,1.1,2.5,1,2,7,,14.20,4,4,105,,100.70,1,1,23.1,,32.30,2,1,10.03,,6.40,2,3,7.3,,15.10,37211.00
27/04/2021 19:00,37184.00,31560.90,567.00,23886.20,23884.90,34296.28,567.00,529.87,0.00,0.00,15.61,0.00,0.00,0.00,0.00,27,0,1.04,2.9,2.9,2,0,1.04,0.1,0.1,6,1,0.16,0.2,0.2,,0,0.18,0.1,0.2,18,1,0,0,0.2,2,2,21,,15.30,4,4,105,,99.75,0,0,27.2,,29.00,2,1,17.22,,10.80,2,2,15,,19.70,37184.00
27/04/2021 20:00,37190.00,31726.40,567.00,23919.80,23919.20,34692.25,567.00,119.58,0.00,0.00,49.52,0.00,0.00,0.00,0.00,1,6,0,0,0,0,0,0,0,0,6,1,0,0,0,,0,0,0,0,0,5,0,0,0,2,2,28,,14.40,2,2,103,,98.80,0,1,28.2,,25.10,2,1,27.25,,11.20,1,2,15.2,,16.70,37190.00
27/04/2021 21:00,37330.00,31593.40,565.98,23874.50,23874.50,34920.54,565.98,737.87,0.00,0.00,204.47,12.25,0.00,0.00,0.00,0,6,0,0,0,0,0,0,0,0,6,13,0,0,0,,0,0,0,0,0,5,0,0,0,2,2,18,,11.90,2,2,100,,97.85,0,1,17.25,,20.40,1,1,37.28,,14.50,1,2,13.3,,11.00,37330.00
27/04/2021 22:00,36729.00,31119.30,499.04,23442.00,23442.00,34611.88,499.04,329.00,0.00,0.00,147.00,16.33,0.00,0.00,0.00,0,6,0,0,0,0,0,0,0,0,6,13,0,0,0,,0,0,0,0,0,5,0,0,0,2,2,12,,10.00,2,2,99,,95.95,0,1,16.3,,16.90,1,1,32.28,,12.10,1,1,12,,9.40,36729.00
27/04/2021 23:00,35623.00,30555.10,338.42,23005.40,23005.40,33550.56,331.42,315.35,0.00,0.00,130.91,250.73,0.00,0.00,11.67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,22,0,0,0,1,1,7,,10.10,2,1,99,,95.00,1,1,26.05,,14.80,1,1,26.22,,9.60,1,1,7.6,,11.80,35623.00
28/04/2021 00:00,34398.00,31392.30,338.23,21955.60,21955.60,31947.48,321.23,66.00,0.00,0.00,0.00,356.43,0.00,0.00,94.22,2,11,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,22,0,0,0,0,1,1,8,17.2,17.2,1,0,93,86,87.9,1,1,39,16.5,16.5,0,2,27.06,19.4,22.4,1,2,12,16.6,9.4,34398.00
28/04/2021 01:00,33185.00,27364.60,332.87,23667.90,23667.80,30487.86,332.87,78.00,0.00,0.00,2.96,76.50,0.00,0.00,0.00,2,11,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,22,0,0,0,0,1,1,8,18.3,18.3,1,0,95,89,87.5,1,1,38,16.4,32.4,0,2,43.22,17.2,24,1,2,11.4,20,12.33,33185.00
28/04/2021 02:00,32547.00,27063.10,331.43,23542.00,23542.00,30118.62,331.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,11,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,22,0,0,0,0,1,1,10,19.2,19.2,1,0,89,85,83.43,1,1,29,16.1,37,0,2,33.16,17.5,28.3,2,2,16,22.3,26,32547.00
28/04/2021 03:00,32414.00,27078.60,330.73,23323.60,23323.60,29866.22,320.73,0.00,0.00,0.00,0.00,102.18,0.00,0.00,0.00,18,11,0,0,0,1,10,0,0,0,17,3,0,0,0,1,8,0,0,0,22,0,0,0,0,1,1,12,18.7,18.7,1,0,90,78,78.2,1,1,21,15.9,31.9,1,2,41.75,15.9,33,2,2,41.5,24.4,25.86,32414.00
28/04/2021 04:00,31835.00,27030.70,327.77,22545.20,22545.20,29129.27,317.77,0.00,0.00,0.00,0.00,79.27,0.00,0.00,0.00,18,11,0,0,0,1,10,0,0,0,17,3,0,0,0,1,8,0,0,0,22,0,0,0,0,1,1,7,17.7,17.7,0,0,91,70,69.14,1,1,20,16,21,1,2,12.34,10.9,23.9,2,2,46,25.4,27.2,31835.00
28/04/2021 05:00,30535.00,26591.50,322.10,21701.40,21701.40,27727.42,307.00,41.67,0.00,0.00,0.00,310.30,0.00,0.00,74.45,0,11,0.02,0.1,0.1,12,10,0.02,0,0,3,3,0,0,0,1,8,0,0,0,0,0,0,1.2,0,1,1,1,18.8,18.8,0,0,88,59,60.8,1,1,22,16.8,16.8,2,2,10.26,9.7,20.4,2,2,40,25.1,28.5,30535.00
28/04/2021 06:00,29321.00,25909.80,315.36,21818.30,21818.20,27060.03,200.01,0.00,0.00,0.00,0.00,1210.00,0.00,0.00,124.51,0,11,13.55,16.3,16.3,12,10,13.55,0.7,0.7,3,3,1.38,0.6,0.6,2,8,1.09,1,0.6,0,0,0,4.6,0.6,1,1,11,20.7,20.7,0,0,80,57,50.2,1,1,28,19,19,2,2,4.09,9.7,9.7,2,2,41,25.6,20.1,29321.00
28/04/2021 07:00,30639.00,26181.30,317.66,23058.80,23058.80,26947.18,287.66,249.23,0.00,0.00,0.33,771.90,0.00,0.00,165.48,0,11,98.65,80.1,80.1,12,10,98.65,11,11,3,0,6.58,4.2,4.2,2,8,4.87,6,4.2,0,0,0.03,7.5,4.2,1,1,20,22.6,22.6,0,0,61,49,39.2,1,1,34,22.1,22.1,2,2,1.41,9.7,8.9,2,2,21.5,25.4,16.44,30639.00
28/04/2021 08:00,36012.00,27872.80,328.50,25371.20,25371.10,29908.13,353.40,681.12,0.00,0.00,94.69,223.17,0.00,0.00,7.89,0,0,162.48,178.3,178.3,0,0,162.48,15.55,15.55,0,0,15.57,12.9,13,0,0,13.6,13.6,13,5,4,0.07,9.8,13,2,1,32,23.7,23.7,1,1,25,36,22.6,1,2,39,21.2,31.2,2,2,0.03,8.9,4.9,2,2,19.5,22.4,16.64,36012.00
28/04/2021 09:00,38939.00,30890.80,335.75,24779.30,24779.20,31698.98,369.75,679.42,0.00,0.00,171.21,0.00,0.00,0.00,0.00,0,0,173.61,178.3,178.3,0,0,173.61,15.55,15.55,0,0,23.67,22.4,24.1,0,0,20.44,20.1,24.1,5,4,0.11,11,24.1,2,1,13,20.3,20.3,1,1,13,29,29,1,2,31,18.2,33.2,2,2,0,5,0,2,2,23,22.1,17.02,38939.00
28/04/2021 10:00,40165.00,31286.00,350.01,25323.70,25323.80,32243.61,380.01,752.58,0.00,0.00,182.54,0.00,0.00,0.00,0.00,0,0,173.24,178.3,178.3,0,0,173.24,15.55,15.55,0,13,30.19,29.9,32.1,0,0,24.11,23.7,32.1,5,4,0.18,11.6,32.1,2,1,16,18.2,18.2,1,1,7,21,37,1,2,33,19,30,2,1,1.09,6.1,0,2,2,45,28.1,23.9,40165.00
28/04/2021 11:00,41038.00,31612.30,350.00,25466.40,25466.40,32490.42,380.00,716.00,0.00,0.00,153.28,21.25,0.00,0.00,1.00,2,15,171.53,178.3,178.3,0,0,171.53,15.55,15.55,0,13,32.4,30.11,31.01,4,0,25.77,24.7,31.01,47,35,0.18,11.5,31.01,2,1,3,22.1,22.1,1,1,2,23,21.7,3,2,75,23.8,36.3,1,1,6.44,13.1,2.3,3,3,79,38.2,39,41038.00
28/04/2021 12:00,40241.00,31524.20,332.07,24939.90,24939.90,31224.56,367.07,717.78,0.00,0.00,119.72,0.00,0.00,0.00,0.00,2,15,153.13,178.3,178.3,0,0,153.13,15.55,15.55,0,13,32.25,30.11,30.31,4,0,26.38,24.6,30.31,47,35,0.18,11.4,30.31,2,1,8,28.7,28.7,1,1,5,35,27.4,3,2,57,33.9,40.9,1,1,10.59,23,9.2,3,3,62,46.7,59.6,40241.00
28/04/2021 13:00,40680.00,31739.00,333.33,25178.40,25178.30,31492.59,378.03,1425.35,0.00,0.00,140.66,0.00,0.00,0.00,0.00,2,15,161.45,173.5,173.5,0,12,161.45,15.55,15.55,0,13,32.58,30.11,31.01,4,27,26.19,24,31.01,47,7,0.15,10.8,31.01,2,1,21,32.5,32.5,1,2,14,43,36.1,3,5,33,49.1,70,1,0,14.84,26.9,15.1,3,3,76,53.8,79.59,40680.00
28/04/2021 14:00,40881.00,31750.60,338.23,25528.80,25528.80,32458.42,388.00,1691.33,0.00,0.00,160.10,0.00,0.00,0.00,0.00,27,25,172.1,152.4,152.4,8,12,172.1,15.55,15.55,2,24,14.42,25,27.8,0,27,23.66,22.3,27.8,11,7,0.11,9.7,27.8,4,3,12,37.2,7.2,2,2,49,57,46.5,5,5,111,63.2,30,0,0,8.94,27.8,20.2,5,5,94,62.5,71.21,40881.00
28/04/2021 15:00,39654.00,31589.30,338.57,25191.70,25191.70,32706.96,383.27,1815.20,0.00,0.00,241.34,0.00,0.00,0.00,0.00,27,25,74.29,136.4,136.4,8,12,74.29,15.55,15.55,2,24,8.48,17.7,20.7,0,27,14.93,18.1,20.7,11,7,0.11,8.1,20.7,4,3,54,36.6,36.6,2,2,69,66,47.82,5,5,117,82.8,82.8,0,0,28.19,30.3,21.4,5,5,104,65.2,86.58,39654.00
28/04/2021 16:00,39275.00,31390.40,337.33,25033.30,25033.20,33473.18,377.43,1421.55,0.00,0.00,316.99,0.00,0.00,0.00,0.00,27,25,25.19,117.5,117.5,8,12,25.19,15.55,15.55,2,24,6.67,12.4,12.2,0,27,6.95,12.4,12.2,11,7,0.07,6.1,12.2,4,3,124,29.9,29.9,2,2,80,72,72,5,5,78.5,96.2,120,0,0,37.81,28.4,9.4,5,5,82,58.6,58.6,39275.00
28/04/2021 17:00,38065.00,31563.00,339.71,24311.10,24311.10,33935.32,379.71,1181.48,0.00,0.00,274.43,0.00,0.00,0.00,0.00,27,46,33.99,91.4,91.4,14,7,33.99,10,10,30,24,7.46,7.1,5.8,42,57,2.53,6.2,5.8,21,49,0.07,4,5.8,2,2,52,31.9,20.9,3,3,79,77,48.24,5,2,55,88.8,88.8,0,2,19.38,25.2,27.6,2,1,97,51.9,60.7,38065.00
28/04/2021 18:00,37028.00,31591.10,359.99,23964.70,23964.80,34429.52,369.99,448.67,0.00,0.00,126.24,0.00,0.00,0.00,0.00,22,57,18.38,26.7,26.7,14,6,18.38,4,4,30,36,2.6,2.4,2.1,42,75,0,1.8,2.1,21,38,0.03,1.4,2.1,2,2,17,39.4,56.22,3,3,95,80,59.53,5,2,145.5,82.3,63,1,3,25.87,18.4,18.4,2,3,115,48.2,34.93,37028.00
28/04/2021 19:00,37520.00,32336.90,400.00,23609.50,23609.40,34757.19,390.00,0.00,0.00,0.00,0.00,61.97,0.00,0.00,11.16,22,57,0.2,2.4,2.4,14,6,0.2,0.1,0.1,30,36,0.15,0.2,0.2,42,75,0,0,0.2,21,38,0,0,0.2,2,2,77,46.9,46.9,3,0,97,84,74.83,5,2,90.45,62.2,72.2,1,3,46.91,12.6,11.1,2,3,90,41,53.5,37520.00
28/04/2021 20:00,37382.00,32723.80,359.99,23552.30,23552.30,35010.31,242.00,0.00,0.00,0.00,0.00,753.93,0.00,0.00,75.09,63,4,0,0,0,14,6,0,0,0,6,36,0,0,0,30,13,0,0,0,69,79,0,0,0,1,2,35,44.9,44.9,1,0,81,84,71.5,1,2,9.5,64.5,124,2,3,41.47,11.8,38,3,3,105,37.9,73.6,37382.00
28/04/2021 21:00,37734.00,32652.90,350.01,23583.30,23583.20,35183.24,350.01,272.00,0.00,0.00,131.94,0.00,0.00,0.00,0.00,63,4,0,0,0,14,4,0,0,0,6,23,0,0,0,30,13,0,0,0,69,79,0,0,0,1,2,24,41,41,1,0,83,83,72.4,1,2,21.65,56,12,2,3,50.53,17.6,59.2,3,3,106,44.3,92.57,37734.00
28/04/2021 22:00,37137.00,32113.40,336.19,22994.10,22994.00,34515.59,336.19,251.00,0.00,0.00,126.19,65.48,0.00,0.00,5.00,63,4,0,0,0,14,4,0,0,0,6,23,0,0,0,30,13,0,0,0,69,79,0,0,0,1,2,18,41.3,41.3,1,1,99,79,83.26,1,2,30.15,43.6,43.6,2,2,50.22,24.2,56.5,3,3,150,56.3,102.1,37137.00
28/04/2021 23:00,35832.00,31509.50,328.28,22425.30,22425.20,33373.15,318.28,306.87,0.00,0.00,120.01,197.08,0.00,0.00,0.00,16,79,0,0,0,14,0,0,0,0,31,44,0,0,0,3,32,0,0,0,45,70,0,0,0,1,2,80,34.1,34.1,1,1,79,75,75.2,1,2,78.25,39.5,39.5,2,2,52.97,30.5,55.8,3,4,134,62.5,78.65,35832.00
29/04/2021 00:00,34530.00,31244.30,371.75,22474.30,22474.30,31652.96,361.75,54.63,0.00,0.00,4.17,161.08,0.00,0.00,1.00,79,66,0,0.00,0,0,1,0,0.00,0,44,27,0,0.00,0,32,33,0,0.00,0,70,58,0,0.00,0,1,0,102,18.20,36,1,1,63,59.50,61.5,2,1,89,45.20,45.2,2,1,54.63,44.30,47.5,4,1,92,58.80,92.09,34530.00
29/04/2021 01:00,33066.00,27189.50,371.17,24159.30,24159.30,30688.85,296.17,0.00,0.00,0.00,0.00,589.12,0.00,0.00,56.93,79,66,0,0.00,0,0,1,0,0.00,0,44,27,0,0.00,0,32,33,0,0.00,0,70,58,0,0.00,0,1,0,57,15.50,15.5,1,1,65,55.50,64.6,2,1,130,50.40,76,1,1,47.88,38.00,42.9,3,1,114,64.40,104.4,33066.00
29/04/2021 02:00,32423.00,26819.60,369.52,23945.50,23945.50,30318.78,249.60,15.00,0.00,0.00,1.00,1059.00,0.00,0.00,141.20,79,66,0,0.00,0,0,1,0,0.00,0,44,27,0,0.00,0,42,33,0,0.00,0,32,58,0,0.00,0,1,0,21,7.70,7.7,1,1,51,51.00,57.56,2,1,131,56.80,106.8,1,1,48.16,34.70,40.8,3,1,77,62.00,65.8,32423.00
29/04/2021 03:00,32138.00,26855.40,369.44,23700.60,23700.60,30066.10,252.00,0.00,0.00,0.00,0.00,733.60,0.00,0.00,3.28,45,66,0,0.00,0,14,1,0,0.00,0,32,27,0,0.00,0,42,33,0,0.00,0,32,58,0,0.00,0,1,0,18,5.20,5.2,1,1,44,42.00,50.3,2,1,114,62.40,125,1,1,69.25,31.10,31.1,3,1,52,46.00,54.55,32138.00
29/04/2021 04:00,31674.00,26850.10,367.29,23014.00,23014.00,29737.50,232.00,0.00,0.00,0.00,0.00,1223.40,0.00,0.00,47.40,45,66,0,0.00,0,14,1,0,0.00,0,32,27,0,0.00,0,42,33,0,0.00,0,32,58,0,0.00,0,1,0,12,4.80,4.8,1,1,46,32.00,40.98,2,1,88,68.10,128.1,1,1,65.06,27.60,34.3,3,1,90,40.20,36.3,31674.00
29/04/2021 05:00,30641.00,26290.70,361.88,22260.10,22260.10,28265.59,242.00,29.70,0.00,0.00,0.00,1065.02,0.00,0.00,28.30,20,66,0,0.10,0.1,2,1,0,0.00,0,28,27,0,0.00,0,22,33,0,0.00,0,57,58,0,0.00,0,1,0,6,4.80,4.8,1,1,47,25.50,30.98,2,1,123,72.80,91,1,1,61.53,26.30,54,3,1,130,52.10,45.82,30641.00
29/04/2021 06:00,29420.00,25756.10,355.71,22421.10,22421.10,27770.02,232.00,0.00,0.00,0.00,0.00,1395.38,0.00,0.00,19.63,20,66,3.7,8.80,8.8,2,1,3.7,0.70,0.7,28,27,1.01,0.70,0.7,22,33,0.68,0.90,0.7,57,58,0,0.00,0.7,1,0,16,4.80,4.8,1,1,15,17.50,16.5,2,1,138,70.50,83.5,1,1,54.75,25.60,50.3,3,1,82,65.30,68.96,29420.00
29/04/2021 07:00,30819.00,25922.80,359.45,23809.30,23809.30,27734.94,284.45,242.30,0.00,0.00,0.88,1034.50,0.00,0.00,63.71,20,66,58.34,40.90,40.9,2,1,58.34,8.00,8,28,30,5.23,3.90,4.2,22,33,2.26,5.00,4.2,57,58,0,0.00,4.2,1,0,6,5.00,5,1,1,10,11.50,7.43,2,1,119,65.70,125.7,1,1,44.75,22.20,40,2,1,81,69.30,102.3,30819.00
29/04/2021 08:00,35495.00,27518.90,372.05,26280.80,26280.70,30816.30,372.05,547.92,0.00,0.00,155.22,400.03,0.00,0.00,12.89,20,50,85.5,87.90,87.9,11,4,85.5,15.55,15.55,11,30,14.77,10.50,11.4,11,33,12.92,11.00,11.4,49,24,0.07,0.10,11.4,1,0,0,5.90,5.9,1,1,9,12.00,5.92,2,2,109,54.30,125,1,2,36.56,13.90,26.2,2,4,98,62.00,48.25,35495.00
29/04/2021 09:00,38425.00,30595.10,400.01,25597.40,25597.30,32310.77,400.01,348.83,0.00,0.00,175.92,0.00,0.00,0.00,0.00,50,50,87.91,103.00,103,11,4,87.91,15.55,15.55,11,30,23.81,17.80,19.1,11,36,16.55,16.80,19.1,49,24,0.15,0.10,19.1,1,1,0,6.50,6.5,1,1,7,10.00,10,2,2,86,51.60,110,1,2,20.53,5.00,22.3,2,4,85,57.80,57.8,38425.00
29/04/2021 10:00,39857.00,30996.10,475.00,26112.00,26112.10,32549.89,475.00,197.13,0.00,0.00,21.66,0.00,0.00,0.00,0.00,50,50,95.85,117.70,117.7,11,4,95.85,15.55,15.55,11,30,22.09,23.10,21.7,11,36,14.55,20.80,21.7,49,24,0.15,0.10,21.7,1,1,2,8.50,8.5,1,1,1,10.00,10.27,5,2,90,71.90,71.9,2,2,8.34,3.80,25,2,4,90,64.50,67.6,39857.00
29/04/2021 11:00,40693.00,31331.20,390.00,26424.60,26424.50,33157.63,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,78,167.88,117.40,117.4,53,43,167.88,15.55,15.55,76,30,18.35,26.00,22.5,67,36,14.32,21.90,22.5,34,21,0.11,0.10,22.5,3,1,13,15.10,15.1,2,1,0,17.50,5.95,5,2,163,104.30,104.3,2,2,7,3.80,8.7,6,7,135,80.40,93.2,40693.00
